ID#,APN,Street Address,Auction Type,City,Postal Code,Tax Rate Area,Land Value,Improvements,Total Assessed Value,Assessed Value Year,Property Description,Timeshare Association,Your Max Bid,Opening Bid,Best Bid,Status,Close(PDT),Canceled
2123,2032541650,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098, $ 636.00 , $ 424.00 ," $ 1,060.00 ",2025,US136TIMESHARE USE PERIOD 50DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,400.00 ",   - , - ,03/18/2026 09:00:00,
2124,2032541745,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,684.00 "," $ 2,448.00 "," $ 6,132.00 ",2025,US137TIMESHARE USE PERIOD 45DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:00:00,
2125,2032541747,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 4,040.00 "," $ 2,690.00 "," $ 6,730.00 ",2025,US137TIMESHARE USE PERIOD 47DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 2,000.00 ",   - , - ,03/18/2026 09:00:00,
2126,2032541915,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098, $ 636.00 , $ 424.00 ," $ 1,060.00 ",2025,US139TIMESHARE USE PERIOD 15DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,400.00 ",   - , - ,03/18/2026 09:00:00,
2127,2032542101,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US141TIMESHARE USE PERIOD 01DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:00:00,
2128,2032542146,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098, $ 636.00 , $ 424.00 ," $ 1,060.00 ",2025,US141TIMESHARE USE PERIOD 46DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,400.00 ",   - , - ,03/18/2026 09:00:00,
2129,2032542608,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US222TIMESHARE USE PERIOD 08DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:00:00,
2130,2032542913,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US225TIMESHARE USE PERIOD 13DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:00:00,
2131,2032543001,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US226TIMESHARE USE PERIOD 01DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,800.00 ",   - , - ,03/18/2026 09:00:00,
2132,2032543350,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098, $ 636.00 , $ 424.00 ," $ 1,060.00 ",2025,US229TIMESHARE USE PERIOD 50DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:00:00,
2133,2032543447,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,000.00 "," $ 2,000.00 "," $ 5,000.00 ",2025,US230TIMESHARE USE PERIOD 47DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:00:00,REDEEMED
2134,2032543803,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US234TIMESHARE USE PERIOD 03DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,800.00 ",   - , - ,03/18/2026 09:00:00,
2135,2032543807,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US234TIMESHARE USE PERIOD 07DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,800.00 ",   - , - ,03/18/2026 09:00:00,
2136,2032543810,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,610.00 "," $ 2,448.00 "," $ 6,058.00 ",2025,US234TIMESHARE USE PERIOD 10DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2137,2032543919,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US235TIMESHARE USE PERIOD 19DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2138,2032543950,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 1,803.00 "," $ 1,166.00 "," $ 2,969.00 ",2025,US235TIMESHARE USE PERIOD 50DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:15:00,
2139,2032544025,3001 CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 2,700.00 "," $ 1,800.00 "," $ 4,500.00 ",2025,US236TIMESHARE USE PERIOD 25DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 2,300.00 ",   - , - ,03/18/2026 09:15:00,
2140,2032544437,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US240TIMESHARE USE PERIOD 37DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2141,2032544551,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 1,803.00 "," $ 1,166.00 "," $ 2,969.00 ",2025,US241TIMESHARE USE PERIOD 51DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,600.00 ",   - , - ,03/18/2026 09:15:00,
2142,2032545215,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US324TIMESHARE USE PERIOD 15DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 2,000.00 ",   - , - ,03/18/2026 09:15:00,
2143,2032545244,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,329.00 "," $ 2,212.00 "," $ 5,541.00 ",2025,US324TIMESHARE USE PERIOD 44DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2144,2032545319,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US325TIMESHARE USE PERIOD 19DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2145,2032545323,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US325TIMESHARE USE PERIOD 23DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 2,000.00 ",   - , - ,03/18/2026 09:15:00,
2146,2032545346,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US325TIMESHARE USE PERIOD 46DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2147,2032545401,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098, $ 636.00 , $ 424.00 ," $ 1,060.00 ",2025,US326TIMESHARE USE PERIOD 01DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:15:00,
2148,2032545420,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098, $ 648.00 , $ 432.00 ," $ 1,080.00 ",2025,US326TIMESHARE USE PERIOD 20DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:15:00,
2149,2032545443,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 2,700.00 "," $ 1,800.00 "," $ 4,500.00 ",2025,US326TIMESHARE USE PERIOD 43DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2150,2032545517,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 4,000.00 "," $ 2,000.00 "," $ 6,000.00 ",2025,US327TIMESHARE USE PERIOD 17DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 2,000.00 ",   - , - ,03/18/2026 09:15:00,
2151,2032545646,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 2,045.00 "," $ 1,362.00 "," $ 3,407.00 ",2025,US328TIMESHARE USE PERIOD 46DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,600.00 ",   - , - ,03/18/2026 09:15:00,
2152,2032545745,3001 CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,329.00 "," $ 2,212.00 "," $ 5,541.00 ",2025,US329TIMESHARE USE PERIOD 45DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2153,2032545746,3001 CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,329.00 "," $ 2,212.00 "," $ 5,541.00 ",2025,US329TIMESHARE USE PERIOD 46DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2155,2032546001,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 2,809.00 "," $ 1,872.00 "," $ 4,681.00 ",2025,US332TIMESHARE USE PERIOD 01DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,800.00 ",   - , - ,03/18/2026 09:15:00,
2157,2032546313,3045 CARLSBAD BLVD CARLSBAD CA 92008-2906,Timeshare Property,CARLSBAD,92008,09098," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US335TIMESHARE USE PERIOD 13DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 2,000.00 ",   - , - ,03/18/2026 09:15:00,
2158,2032546648,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US338TIMESHARE USE PERIOD 48DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,800.00 ",   - , - ,03/18/2026 09:15:00,
2161,2032546820,3045 CARLSBAD BLVD CARLSBAD CA 92008-2906,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US340TIMESHARE USE PERIOD 20DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2162,2032546943,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US341TIMESHARE USE PERIOD 43DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2163,2032547206,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Timeshare Property,CARLSBAD,92008,09098," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US344TIMESHARE USE PERIOD 06DOC85-216356&UND INT IN LOT 1,Carlsbad Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2164,2041240132,3200 CARLSBAD BLVD #201 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098," $ 3,500.00 "," $ 2,000.00 "," $ 5,500.00 ",2025,TIMESHARE 013232&EXCV USE OF A 2 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:15:00,
2165,2041240647,3200 CARLSBAD BLVD #206 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098," $ 3,500.00 "," $ 2,000.00 "," $ 5,500.00 ",2025,TIMESHARE 063247&EXCV USE OF A 2 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:30:00,
2166,2041241314,3200 CARLSBAD BLVD #213 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 133114&EXCV USE OF A 1 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:30:00,
2167,2041241348,3200 CARLSBAD BLVD #213 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 133148&EXCV USE OF A 1 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:30:00,
2169,2041243303,3200 CARLSBAD BLVD #333 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,TIMESHARE 333203&EXCV USE OF A 2 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:30:00,
2170,2041243945,3200 CARLSBAD BLVD #339 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098," $ 1,500.00 "," $ 1,000.00 "," $ 2,500.00 ",2025,TIMESHARE 393145&EXCV USE OF A 1 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:30:00,
2171,2041244829,3200 CARLSBAD BLVD #348 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098," $ 1,500.00 "," $ 1,000.00 "," $ 2,500.00 ",2025,TIMESHARE 483129&EXCV USE OF A 1 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:30:00,
2172,2041244937,3200 CARLSBAD BLVD #349 CARLSBAD CA 92008-3101,Timeshare Property,CARLSBAD,92008,09098," $ 1,200.00 ", $ 800.00 ," $ 2,000.00 ",2025,TIMESHARE 493137&EXCV USE OF A 1 BDRM TYPE UNIT&UND INT IN LOT 1,Tamarack Inn,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:30:00,
2173,2158120426,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US11-04AB/26 ANNUAL EXCL USE UNIT TYPE AB&1/208 UND INT LOT 4,Aviara Four Seasons Resort,   - , $ 100.00 ,   - , - ,03/18/2026 09:30:00,
2174,2158120446,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US11-04AB/46 ANNUAL EXCL USE UNIT TYPE AB&1/208 UND INT LOT 4,Aviara Four Seasons Resort,   - ," $ 1,600.00 ",   - , - ,03/18/2026 09:30:00,
2175,2158120931,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US31-09AB/31 ANNUAL EXCL USE UNIT TYPE AB&1/208 UND INT LOT 9,Aviara Four Seasons Resort,   - , $ 100.00 ,   - , - ,03/18/2026 09:30:00,
2176,2158121137,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US31-11AB/37 ANNUAL EXCL USE UNIT TYPE AB&1/208 UND INT LOT 11,Aviara Four Seasons Resort,   - ," $ 2,500.00 ",   - , - ,03/18/2026 09:30:00,
2177,2158121943,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US21-19AB/43 ANNUAL EXCL USE UNIT TYPE AB&1/208 UND INT LOT 19,Aviara Four Seasons Resort,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:30:00,
2178,2158130442,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US11-04CD/42 ANNUAL EXCL USE UNIT TYPE CD&1/208 UND INT LOT 4,Aviara Four Seasons Resort,   - ," $ 1,800.00 ",   - , - ,03/18/2026 09:30:00,
2179,2158130535,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US31-05CD/35 ANNUAL EXCL USE UNIT TYPE CD&1/208 UND INT LOT 5,Aviara Four Seasons Resort,   - ," $ 2,100.00 ",   - , - ,03/18/2026 09:30:00,
2180,2158130536,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US31-05CD/36 ANNUAL EXCL USE UNIT TYPE CD&1/208 UND INT LOT 5,Aviara Four Seasons Resort,   - ," $ 2,100.00 ",   - , - ,03/18/2026 09:30:00,
2181,2158130550,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US31-05CD/50 ANNUAL EXCL USE UNIT TYPE CD&1/208 UND INT LOT 5,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:30:00,
2182,2158130551,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US31-05CD/51 ANNUAL EXCL USE UNIT TYPE CD&1/208 UND INT LOT 5,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:30:00,
2183,2158131144,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US31-11CD/44 ANNUAL EXCL USE UNIT TYPE CD&1/208 UND INT LOT 11,Aviara Four Seasons Resort,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:30:00,
2184,2158131841,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 1,591.00 "," $ 1,060.00 "," $ 2,651.00 ",2025,US21-18CD/41 ANNUAL EXCL USE UNIT TYPE CD&1/208 UND INT LOT 18,Aviara Four Seasons Resort,   - ," $ 1,600.00 ",   - , - ,03/18/2026 09:30:00,
2186,2158151218,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US31-12GH/18 ANNUAL EXCL USE UNIT TYPE GH&1/208 UND INT LOT 12,Aviara Four Seasons Resort,   - , $ 100.00 ,   - , - ,03/18/2026 09:30:00,
2187,2158151252,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US31-12GH/52 ANNUAL EXCL USE UNIT TYPE GH&1/208 UND INT LOT 12,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:30:00,REDEEMED
2189,2158151341,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,160.00 "," $ 1,440.00 "," $ 3,600.00 ",2025,US31-13GH/41E EVEN YR EXCL USE UNIT TYPE GH&1/416 UND INT LOT 13,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:30:00,
2190,2158151356,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027, $ 636.00 , $ 424.00 ," $ 1,060.00 ",2025,US31-13GH/04X ODD YR EXCL USE UNIT TYPE GH&1/416 UND INT LOT 13,Aviara Four Seasons Resort,   - ," $ 1,400.00 ",   - , - ,03/18/2026 09:30:00,
2192,2158152118,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 1,605.00 "," $ 1,069.00 "," $ 2,674.00 ",2025,US11-21GH/01E EVEN YR EXCL USE UNIT TYPE GH&1/416 UND INT LOT 21,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:30:00,
2193,2159423722,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US42-37AB/22 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 37,Aviara Four Seasons Resort,   - ," $ 1,800.00 ",   - , - ,03/18/2026 09:30:00,
2194,2159433525,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US43-35CD/25 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 35,Aviara Four Seasons Resort,   - ," $ 2,400.00 ",   - , - ,03/18/2026 09:45:00,REDEEMED
2195,2159433548,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US43-35CD/48 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 35,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:45:00,
2196,2159433549,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US43-35CD/49 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 35,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:45:00,
2197,2159434347,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US52-43CD/47 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 43,Aviara Four Seasons Resort,   - ," $ 1,600.00 ",   - , - ,03/18/2026 09:45:00,
2198,2159453907,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US43-39GH/07 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 39,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:45:00,
2199,2159453921,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 1,272.00 ", $ 848.00 ," $ 2,120.00 ",2025,US43-39GH/21 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 39,Aviara Four Seasons Resort,   - ," $ 1,500.00 ",   - , - ,03/18/2026 09:45:00,
2200,2159463517,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 1,591.00 "," $ 1,060.00 "," $ 2,651.00 ",2025,US43-35I/17 ANNUAL EXCL USE 1BR UNIT TYPE&1/312 UND INT LOT 35,Aviara Four Seasons Resort,   - ," $ 1,600.00 ",   - , - ,03/18/2026 09:45:00,
2201,2159464013,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,100.00 "," $ 1,400.00 "," $ 3,500.00 ",2025,US42-40IJ/13 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 40,Aviara Four Seasons Resort,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:45:00,
2202,2159464030,7210 BLUE HERON PL CARLSBAD CA 92011-4911,Timeshare Property,CARLSBAD,92011,09027," $ 2,400.00 "," $ 1,600.00 "," $ 4,000.00 ",2025,US42-40IJ/30 ANNUAL EXCL USE 2BR UNIT TYPE&1/312 UND INT LOT 40,Aviara Four Seasons Resort,   - ," $ 2,200.00 ",   - , - ,03/18/2026 09:45:00,
2205,2886510217,15507 DAVIS CUP LN RAMONA CA 92065,Timeshare Property,RAMONA,92065,65053, $ 318.00 , $ 212.00 , $ 530.00 ,2025,UND 1/25 INT IN US 2 TIME SHARE 02170 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:45:00,REDEEMED
2206,2886510409,15501 DAVIS CUP LN RAMONA CA 92065,Timeshare Property,RAMONA,92065,65053, $ 318.00 , $ 212.00 , $ 530.00 ,2025,UND 1/25 INT IN US 4 TIME SHARE 04090 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,700.00 ",   - , - ,03/18/2026 09:45:00,REDEEMED
2207,2886510518,15511 DAVIS CUP LN RAMONA CA 92065,Timeshare Property,RAMONA,92065,65053, $ 345.00 , $ 230.00 , $ 575.00 ,2025,UND 1/25 INT IN US 5 TIME SHARE 05180 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,900.00 ",   - , - ,03/18/2026 09:45:00,REDEEMED
